Shift_ID,Org_ID,Employee_ID,Shift_Type,Shift_Start_Date,Shift_End_Date,Shift_Start_Time,Shift_End_Time
8120,3,76,Week Off,2026-04-03,2026-04-04,,
8121,3,77,Afternoon Shift,2026-03-01,2026-03-05,14:30,23:30
8122,3,77,Week Off,2026-03-06,2026-03-07,,
8123,3,77,Morning Shift,2026-03-08,2026-03-12,06:30,15:30
8124,3,77,Week Off,2026-03-13,2026-03-14,,
8125,3,77,Night Shift,2026-03-15,2026-03-19,22:30,07:30
8126,3,77,Week Off,2026-03-20,2026-03-21,,
8127,3,77,Afternoon Shift,2026-03-22,2026-03-26,14:30,23:30
8128,3,77,Week Off,2026-03-27,2026-03-28,,
8129,3,77,Afternoon Shift,2026-03-29,2026-04-02,14:30,23:30
8130,3,77,Week Off,2026-04-03,2026-04-04,,
8131,3,78,Morning Shift,2026-03-01,2026-03-05,06:30,15:30
8132,3,78,Week Off,2026-03-06,2026-03-07,,
8133,3,78,Night Shift,2026-03-08,2026-03-12,22:30,07:30
8134,3,78,Week Off,2026-03-13,2026-03-14,,
8135,3,78,Afternoon Shift,2026-03-15,2026-03-19,14:30,23:30
8136,3,78,Week Off,2026-03-20,2026-03-21,,
8137,3,78,Morning Shift,2026-03-22,2026-03-26,06:30,15:30
8138,3,78,Week Off,2026-03-27,2026-03-28,,
8139,3,78,Night Shift,2026-03-29,2026-04-02,22:30,07:30
8140,3,78,Week Off,2026-04-03,2026-04-04,,
8141,3,79,Afternoon Shift,2026-03-01,2026-03-05,14:30,23:30
8142,3,79,Week Off,2026-03-06,2026-03-07,,
8143,3,79,Morning Shift,2026-03-08,2026-03-12,06:30,15:30
8144,3,79,Week Off,2026-03-13,2026-03-14,,
8145,3,79,Night Shift,2026-03-15,2026-03-19,22:30,07:30
8146,3,79,Week Off,2026-03-20,2026-03-21,,
8147,3,79,Night Shift,2026-03-22,2026-03-26,22:30,07:30
8148,3,79,Week Off,2026-03-27,2026-03-28,,
8149,3,79,Afternoon Shift,2026-03-29,2026-04-02,14:30,23:30
8150,3,79,Week Off,2026-04-03,2026-04-04,,
8151,3,80,Night Shift,2026-03-01,2026-03-05,22:30,07:30
8152,3,80,Week Off,2026-03-06,2026-03-07,,
8153,3,80,Night Shift,2026-03-08,2026-03-12,22:30,07:30
8154,3,80,Week Off,2026-03-13,2026-03-14,,
8155,3,80,Night Shift,2026-03-15,2026-03-19,22:30,07:30
8156,3,80,Week Off,2026-03-20,2026-03-21,,
8157,3,80,Night Shift,2026-03-22,2026-03-26,22:30,07:30
8158,3,80,Week Off,2026-03-27,2026-03-28,,
8159,3,80,Night Shift,2026-03-29,2026-04-02,22:30,07:30
8160,3,80,Week Off,2026-04-03,2026-04-04,,
8161,3,81,Afternoon Shift,2026-03-01,2026-03-05,14:30,23:30
8162,3,81,Week Off,2026-03-06,2026-03-07,,
8163,3,81,Afternoon Shift,2026-03-08,2026-03-12,14:30,23:30
8164,3,81,Week Off,2026-03-13,2026-03-14,,
8165,3,81,Morning Shift,2026-03-15,2026-03-19,06:30,15:30
8166,3,81,Week Off,2026-03-20,2026-03-21,,
8167,3,81,Morning Shift,2026-03-22,2026-03-26,06:30,15:30
8168,3,81,Week Off,2026-03-27,2026-03-28,,
8169,3,81,Night Shift,2026-03-29,2026-04-02,22:30,07:30
8170,3,81,Week Off,2026-04-03,2026-04-04,,
8171,3,82,Night Shift,2026-03-01,2026-03-05,22:30,07:30
8172,3,82,Week Off,2026-03-06,2026-03-07,,
8173,3,82,Night Shift,2026-03-08,2026-03-12,22:30,07:30
8174,3,82,Week Off,2026-03-13,2026-03-14,,
8175,3,82,Afternoon Shift,2026-03-15,2026-03-19,14:30,23:30
8176,3,82,Week Off,2026-03-20,2026-03-21,,
8177,3,82,Afternoon Shift,2026-03-22,2026-03-26,14:30,23:30
8178,3,82,Week Off,2026-03-27,2026-03-28,,
8179,3,82,Afternoon Shift,2026-03-29,2026-04-02,14:30,23:30
8180,3,82,Week Off,2026-04-03,2026-04-04,,
8181,3,83,Night Shift,2026-03-01,2026-03-05,22:30,07:30
8182,3,83,Week Off,2026-03-06,2026-03-07,,
8183,3,83,Afternoon Shift,2026-03-08,2026-03-12,14:30,23:30
8184,3,83,Week Off,2026-03-13,2026-03-14,,
8185,3,83,Afternoon Shift,2026-03-15,2026-03-19,14:30,23:30
8186,3,83,Week Off,2026-03-20,2026-03-21,,
8187,3,83,Afternoon Shift,2026-03-22,2026-03-26,14:30,23:30
8188,3,83,Week Off,2026-03-27,2026-03-28,,
8189,3,83,Morning Shift,2026-03-29,2026-04-02,06:30,15:30
8190,3,83,Week Off,2026-04-03,2026-04-04,,
8191,3,84,Afternoon Shift,2026-03-01,2026-03-05,14:30,23:30
8192,3,84,Week Off,2026-03-06,2026-03-07,,
8193,3,84,Afternoon Shift,2026-03-08,2026-03-12,14:30,23:30
8194,3,84,Week Off,2026-03-13,2026-03-14,,
8195,3,84,Afternoon Shift,2026-03-15,2026-03-19,14:30,23:30
8196,3,84,Week Off,2026-03-20,2026-03-21,,
8197,3,84,Afternoon Shift,2026-03-22,2026-03-26,14:30,23:30
8198,3,84,Week Off,2026-03-27,2026-03-28,,
8199,3,84,Afternoon Shift,2026-03-29,2026-04-02,14:30,23:30
8200,3,84,Week Off,2026-04-03,2026-04-04,,
8201,3,85,Night Shift,2026-03-01,2026-03-05,22:30,07:30
8202,3,85,Week Off,2026-03-06,2026-03-07,,
8203,3,85,Afternoon Shift,2026-03-08,2026-03-12,14:30,23:30
8204,3,85,Week Off,2026-03-13,2026-03-14,,
8205,3,85,Afternoon Shift,2026-03-15,2026-03-19,14:30,23:30
8206,3,85,Week Off,2026-03-20,2026-03-21,,
8207,3,85,Morning Shift,2026-03-22,2026-03-26,06:30,15:30
8208,3,85,Week Off,2026-03-27,2026-03-28,,
8209,3,85,Morning Shift,2026-03-29,2026-04-02,06:30,15:30
8210,3,85,Week Off,2026-04-03,2026-04-04,,
8211,3,86,Afternoon Shift,2026-03-01,2026-03-05,14:30,23:30
8212,3,86,Week Off,2026-03-06,2026-03-07,,
8213,3,86,Afternoon Shift,2026-03-08,2026-03-12,14:30,23:30
8214,3,86,Week Off,2026-03-13,2026-03-14,,
8215,3,86,Morning Shift,2026-03-15,2026-03-19,06:30,15:30
8216,3,86,Week Off,2026-03-20,2026-03-21,,
8217,3,86,Morning Shift,2026-03-22,2026-03-26,06:30,15:30
8218,3,86,Week Off,2026-03-27,2026-03-28,,
8219,3,86,Night Shift,2026-03-29,2026-04-02,22:30,07:30
8220,3,86,Week Off,2026-04-03,2026-04-04,,
8221,3,87,Morning Shift,2026-03-01,2026-03-05,06:30,15:30
8222,3,87,Week Off,2026-03-06,2026-03-07,,
8223,3,87,Morning Shift,2026-03-08,2026-03-12,06:30,15:30
8224,3,87,Week Off,2026-03-13,2026-03-14,,
8225,3,87,Morning Shift,2026-03-15,2026-03-19,06:30,15:30
8226,3,87,Week Off,2026-03-20,2026-03-21,,
8227,3,87,Morning Shift,2026-03-22,2026-03-26,06:30,15:30
8228,3,87,Week Off,2026-03-27,2026-03-28,,
8229,3,87,Morning Shift,2026-03-29,2026-04-02,06:30,15:30
8230,3,87,Week Off,2026-04-03,2026-04-04,,
8231,3,88,Morning Shift,2026-03-01,2026-03-05,06:30,15:30
8232,3,88,Week Off,2026-03-06,2026-03-07,,
8233,3,88,Night Shift,2026-03-08,2026-03-12,22:30,07:30
8234,3,88,Week Off,2026-03-13,2026-03-14,,
8235,3,88,Afternoon Shift,2026-03-15,2026-03-19,14:30,23:30
8236,3,88,Week Off,2026-03-20,2026-03-21,,
8237,3,88,Afternoon Shift,2026-03-22,2026-03-26,14:30,23:30
8238,3,88,Week Off,2026-03-27,2026-03-28,,
8239,3,88,Afternoon Shift,2026-03-29,2026-04-02,14:30,23:30
8240,3,88,Week Off,2026-04-03,2026-04-04,,
8241,3,89,Night Shift,2026-03-01,2026-03-05,22:30,07:30
8242,3,89,Week Off,2026-03-06,2026-03-07,,
8243,3,89,Afternoon Shift,2026-03-08,2026-03-12,14:30,23:30
8244,3,89,Week Off,2026-03-13,2026-03-14,,
8245,3,89,Afternoon Shift,2026-03-15,2026-03-19,14:30,23:30
8246,3,89,Week Off,2026-03-20,2026-03-21,,
8247,3,89,Afternoon Shift,2026-03-22,2026-03-26,14:30,23:30
8248,3,89,Week Off,2026-03-27,2026-03-28,,
8249,3,89,Afternoon Shift,2026-03-29,2026-04-02,14:30,23:30
8250,3,89,Week Off,2026-04-03,2026-04-04,,
8251,3,90,Morning Shift,2026-03-01,2026-03-05,06:30,15:30
8252,3,90,Week Off,2026-03-06,2026-03-07,,
8253,3,90,Morning Shift,2026-03-08,2026-03-12,06:30,15:30
8254,3,90,Week Off,2026-03-13,2026-03-14,,
8255,3,90,Morning Shift,2026-03-15,2026-03-19,06:30,15:30
8256,3,90,Week Off,2026-03-20,2026-03-21,,
8257,3,90,Morning Shift,2026-03-22,2026-03-26,06:30,15:30
8258,3,90,Week Off,2026-03-27,2026-03-28,,
8259,3,90,Night Shift,2026-03-29,2026-04-02,22:30,07:30
8260,3,90,Week Off,2026-04-03,2026-04-04,,
8261,3,91,Morning Shift,2026-03-01,2026-03-05,06:30,15:30
8262,3,91,Week Off,2026-03-06,2026-03-07,,
8263,3,91,Morning Shift,2026-03-08,2026-03-12,06:30,15:30
8264,3,91,Week Off,2026-03-13,2026-03-14,,
8265,3,91,Night Shift,2026-03-15,2026-03-19,22:30,07:30
8266,3,91,Week Off,2026-03-20,2026-03-21,,
8267,3,91,Afternoon Shift,2026-03-22,2026-03-26,14:30,23:30
8268,3,91,Week Off,2026-03-27,2026-03-28,,
8269,3,91,Morning Shift,2026-03-29,2026-04-02,06:30,15:30
8270,3,91,Week Off,2026-04-03,2026-04-04,,
8271,3,92,Morning Shift,2026-03-01,2026-03-05,06:30,15:30
8272,3,92,Week Off,2026-03-06,2026-03-07,,
8273,3,92,Night Shift,2026-03-08,2026-03-12,22:30,07:30
8274,3,92,Week Off,2026-03-13,2026-03-14,,
8275,3,92,Afternoon Shift,2026-03-15,2026-03-19,14:30,23:30
8276,3,92,Week Off,2026-03-20,2026-03-21,,
8277,3,92,Afternoon Shift,2026-03-22,2026-03-26,14:30,23:30
8278,3,92,Week Off,2026-03-27,2026-03-28,,
8279,3,92,Afternoon Shift,2026-03-29,2026-04-02,14:30,23:30
8280,3,92,Week Off,2026-04-03,2026-04-04,,
8281,3,93,Afternoon Shift,2026-03-01,2026-03-05,14:30,23:30
8282,3,93,Week Off,2026-03-06,2026-03-07,,
8283,3,93,Afternoon Shift,2026-03-08,2026-03-12,14:30,23:30
8284,3,93,Week Off,2026-03-13,2026-03-14,,
8285,3,93,Afternoon Shift,2026-03-15,2026-03-19,14:30,23:30
8286,3,93,Week Off,2026-03-20,2026-03-21,,
8287,3,93,Morning Shift,2026-03-22,2026-03-26,06:30,15:30
8288,3,93,Week Off,2026-03-27,2026-03-28,,
8289,3,93,Night Shift,2026-03-29,2026-04-02,22:30,07:30
8290,3,93,Week Off,2026-04-03,2026-04-04,,
8291,3,94,Afternoon Shift,2026-03-01,2026-03-05,14:30,23:30
8292,3,94,Week Off,2026-03-06,2026-03-07,,
8293,3,94,Afternoon Shift,2026-03-08,2026-03-12,14:30,23:30
8294,3,94,Week Off,2026-03-13,2026-03-14,,
8295,3,94,Morning Shift,2026-03-15,2026-03-19,06:30,15:30
8296,3,94,Week Off,2026-03-20,2026-03-21,,
8297,3,94,Night Shift,2026-03-22,2026-03-26,22:30,07:30
8298,3,94,Week Off,2026-03-27,2026-03-28,,
8299,3,94,Night Shift,2026-03-29,2026-04-02,22:30,07:30
8300,3,94,Week Off,2026-04-03,2026-04-04,,
8301,3,95,Night Shift,2026-03-01,2026-03-05,22:30,07:30
8302,3,95,Week Off,2026-03-06,2026-03-07,,
8303,3,95,Afternoon Shift,2026-03-08,2026-03-12,14:30,23:30
8304,3,95,Week Off,2026-03-13,2026-03-14,,
8305,3,95,Afternoon Shift,2026-03-15,2026-03-19,14:30,23:30
8306,3,95,Week Off,2026-03-20,2026-03-21,,
8307,3,95,Afternoon Shift,2026-03-22,2026-03-26,14:30,23:30
8308,3,95,Week Off,2026-03-27,2026-03-28,,
8309,3,95,Morning Shift,2026-03-29,2026-04-02,06:30,15:30
8310,3,95,Week Off,2026-04-03,2026-04-04,,
8311,3,96,Night Shift,2026-03-01,2026-03-05,22:30,07:30
8312,3,96,Week Off,2026-03-06,2026-03-07,,
8313,3,96,Night Shift,2026-03-08,2026-03-12,22:30,07:30
8314,3,96,Week Off,2026-03-13,2026-03-14,,
8315,3,96,Afternoon Shift,2026-03-15,2026-03-19,14:30,23:30
8316,3,96,Week Off,2026-03-20,2026-03-21,,
8317,3,96,Afternoon Shift,2026-03-22,2026-03-26,14:30,23:30
8318,3,96,Week Off,2026-03-27,2026-03-28,,
8319,3,96,Afternoon Shift,2026-03-29,2026-04-02,14:30,23:30
8320,3,96,Week Off,2026-04-03,2026-04-04,,
8321,3,97,Afternoon Shift,2026-03-01,2026-03-05,14:30,23:30
8322,3,97,Week Off,2026-03-06,2026-03-07,,
8323,3,97,Morning Shift,2026-03-08,2026-03-12,06:30,15:30
8324,3,97,Week Off,2026-03-13,2026-03-14,,
8325,3,97,Morning Shift,2026-03-15,2026-03-19,06:30,15:30
8326,3,97,Week Off,2026-03-20,2026-03-21,,
8327,3,97,Morning Shift,2026-03-22,2026-03-26,06:30,15:30
8328,3,97,Week Off,2026-03-27,2026-03-28,,
8329,3,97,Morning Shift,2026-03-29,2026-04-02,06:30,15:30
8330,3,97,Week Off,2026-04-03,2026-04-04,,
8331,3,98,Afternoon Shift,2026-03-01,2026-03-05,14:30,23:30
8332,3,98,Week Off,2026-03-06,2026-03-07,,
8333,3,98,Morning Shift,2026-03-08,2026-03-12,06:30,15:30
8334,3,98,Week Off,2026-03-13,2026-03-14,,
8335,3,98,Morning Shift,2026-03-15,2026-03-19,06:30,15:30
8336,3,98,Week Off,2026-03-20,2026-03-21,,
8337,3,98,Morning Shift,2026-03-22,2026-03-26,06:30,15:30
8338,3,98,Week Off,2026-03-27,2026-03-28,,
8339,3,98,Night Shift,2026-03-29,2026-04-02,22:30,07:30
8340,3,98,Week Off,2026-04-03,2026-04-04,,
8341,3,99,Afternoon Shift,2026-03-01,2026-03-05,14:30,23:30
8342,3,99,Week Off,2026-03-06,2026-03-07,,
8343,3,99,Afternoon Shift,2026-03-08,2026-03-12,14:30,23:30
8344,3,99,Week Off,2026-03-13,2026-03-14,,
8345,3,99,Afternoon Shift,2026-03-15,2026-03-19,14:30,23:30
8346,3,99,Week Off,2026-03-20,2026-03-21,,
8347,3,99,Afternoon Shift,2026-03-22,2026-03-26,14:30,23:30
8348,3,99,Week Off,2026-03-27,2026-03-28,,
8349,3,99,Morning Shift,2026-03-29,2026-04-02,06:30,15:30
8350,3,99,Week Off,2026-04-03,2026-04-04,,
8351,3,100,Morning Shift,2026-03-01,2026-03-05,06:30,15:30
8352,3,100,Week Off,2026-03-06,2026-03-07,,
8353,3,100,Night Shift,2026-03-08,2026-03-12,22:30,07:30
8354,3,100,Week Off,2026-03-13,2026-03-14,,
8355,3,100,Night Shift,2026-03-15,2026-03-19,22:30,07:30
8356,3,100,Week Off,2026-03-20,2026-03-21,,
8357,3,100,Afternoon Shift,2026-03-22,2026-03-26,14:30,23:30
8358,3,100,Week Off,2026-03-27,2026-03-28,,
8359,3,100,Afternoon Shift,2026-03-29,2026-04-02,14:30,23:30
8360,3,100,Week Off,2026-04-03,2026-04-04,,
8361,3,101,Afternoon Shift,2026-03-01,2026-03-05,14:30,23:30
8362,3,101,Week Off,2026-03-06,2026-03-07,,
8363,3,101,Morning Shift,2026-03-08,2026-03-12,06:30,15:30
8364,3,101,Week Off,2026-03-13,2026-03-14,,
8365,3,101,Night Shift,2026-03-15,2026-03-19,22:30,07:30
8366,3,101,Week Off,2026-03-20,2026-03-21,,
8367,3,101,Night Shift,2026-03-22,2026-03-26,22:30,07:30
8368,3,101,Week Off,2026-03-27,2026-03-28,,
8369,3,101,Night Shift,2026-03-29,2026-04-02,22:30,07:30
8370,3,101,Week Off,2026-04-03,2026-04-04,,
8371,3,102,Afternoon Shift,2026-03-01,2026-03-05,14:30,23:30
8372,3,102,Week Off,2026-03-06,2026-03-07,,
8373,3,102,Morning Shift,2026-03-08,2026-03-12,06:30,15:30
8374,3,102,Week Off,2026-03-13,2026-03-14,,
8375,3,102,Night Shift,2026-03-15,2026-03-19,22:30,07:30
8376,3,102,Week Off,2026-03-20,2026-03-21,,
8377,3,102,Afternoon Shift,2026-03-22,2026-03-26,14:30,23:30
8378,3,102,Week Off,2026-03-27,2026-03-28,,
8379,3,102,Afternoon Shift,2026-03-29,2026-04-02,14:30,23:30
8380,3,102,Week Off,2026-04-03,2026-04-04,,
8381,3,103,Afternoon Shift,2026-03-01,2026-03-05,14:30,23:30
8382,3,103,Week Off,2026-03-06,2026-03-07,,
8383,3,103,Afternoon Shift,2026-03-08,2026-03-12,14:30,23:30
8384,3,103,Week Off,2026-03-13,2026-03-14,,
8385,3,103,Morning Shift,2026-03-15,2026-03-19,06:30,15:30
8386,3,103,Week Off,2026-03-20,2026-03-21,,
8387,3,103,Night Shift,2026-03-22,2026-03-26,22:30,07:30
8388,3,103,Week Off,2026-03-27,2026-03-28,,
8389,3,103,Night Shift,2026-03-29,2026-04-02,22:30,07:30
8390,3,103,Week Off,2026-04-03,2026-04-04,,
8391,3,104,Night Shift,2026-03-01,2026-03-05,22:30,07:30
8392,3,104,Week Off,2026-03-06,2026-03-07,,
8393,3,104,Night Shift,2026-03-08,2026-03-12,22:30,07:30
8394,3,104,Week Off,2026-03-13,2026-03-14,,
8395,3,104,Afternoon Shift,2026-03-15,2026-03-19,14:30,23:30
8396,3,104,Week Off,2026-03-20,2026-03-21,,
8397,3,104,Afternoon Shift,2026-03-22,2026-03-26,14:30,23:30
8398,3,104,Week Off,2026-03-27,2026-03-28,,
8399,3,104,Morning Shift,2026-03-29,2026-04-02,06:30,15:30
8400,3,104,Week Off,2026-04-03,2026-04-04,,
8401,3,105,Night Shift,2026-03-01,2026-03-05,22:30,07:30
8402,3,105,Week Off,2026-03-06,2026-03-07,,
8403,3,105,Afternoon Shift,2026-03-08,2026-03-12,14:30,23:30
8404,3,105,Week Off,2026-03-13,2026-03-14,,
8405,3,105,Afternoon Shift,2026-03-15,2026-03-19,14:30,23:30
8406,3,105,Week Off,2026-03-20,2026-03-21,,
8407,3,105,Morning Shift,2026-03-22,2026-03-26,06:30,15:30
8408,3,105,Week Off,2026-03-27,2026-03-28,,
8409,3,105,Morning Shift,2026-03-29,2026-04-02,06:30,15:30
8410,3,105,Week Off,2026-04-03,2026-04-04,,
8411,3,106,Night Shift,2026-03-01,2026-03-05,22:30,07:30
8412,3,106,Week Off,2026-03-06,2026-03-07,,
8413,3,106,Night Shift,2026-03-08,2026-03-12,22:30,07:30
8414,3,106,Week Off,2026-03-13,2026-03-14,,
8415,3,106,Afternoon Shift,2026-03-15,2026-03-19,14:30,23:30
8416,3,106,Week Off,2026-03-20,2026-03-21,,
8417,3,106,Afternoon Shift,2026-03-22,2026-03-26,14:30,23:30
8418,3,106,Week Off,2026-03-27,2026-03-28,,
8419,3,106,Morning Shift,2026-03-29,2026-04-02,06:30,15:30
8420,3,106,Week Off,2026-04-03,2026-04-04,,
8421,3,107,Morning Shift,2026-03-01,2026-03-05,06:30,15:30
8422,3,107,Week Off,2026-03-06,2026-03-07,,
8423,3,107,Night Shift,2026-03-08,2026-03-12,22:30,07:30
8424,3,107,Week Off,2026-03-13,2026-03-14,,
8425,3,107,Night Shift,2026-03-15,2026-03-19,22:30,07:30
8426,3,107,Week Off,2026-03-20,2026-03-21,,
8427,3,107,Night Shift,2026-03-22,2026-03-26,22:30,07:30
8428,3,107,Week Off,2026-03-27,2026-03-28,,
8429,3,107,Afternoon Shift,2026-03-29,2026-04-02,14:30,23:30
8430,3,107,Week Off,2026-04-03,2026-04-04,,
8431,3,108,Afternoon Shift,2026-03-01,2026-03-05,14:30,23:30
8432,3,108,Week Off,2026-03-06,2026-03-07,,
8433,3,108,Afternoon Shift,2026-03-08,2026-03-12,14:30,23:30
8434,3,108,Week Off,2026-03-13,2026-03-14,,
8435,3,108,Afternoon Shift,2026-03-15,2026-03-19,14:30,23:30
8436,3,108,Week Off,2026-03-20,2026-03-21,,
8437,3,108,Afternoon Shift,2026-03-22,2026-03-26,14:30,23:30
8438,3,108,Week Off,2026-03-27,2026-03-28,,
8439,3,108,Afternoon Shift,2026-03-29,2026-04-02,14:30,23:30
8440,3,108,Week Off,2026-04-03,2026-04-04,,
8441,3,109,Afternoon Shift,2026-03-01,2026-03-05,14:30,23:30
8442,3,109,Week Off,2026-03-06,2026-03-07,,
8443,3,109,Afternoon Shift,2026-03-08,2026-03-12,14:30,23:30
8444,3,109,Week Off,2026-03-13,2026-03-14,,
8445,3,109,Morning Shift,2026-03-15,2026-03-19,06:30,15:30
8446,3,109,Week Off,2026-03-20,2026-03-21,,
8447,3,109,Night Shift,2026-03-22,2026-03-26,22:30,07:30
8448,3,109,Week Off,2026-03-27,2026-03-28,,
8449,3,109,Afternoon Shift,2026-03-29,2026-04-02,14:30,23:30
8450,3,109,Week Off,2026-04-03,2026-04-04,,
8451,3,110,Night Shift,2026-03-01,2026-03-05,22:30,07:30
8452,3,110,Week Off,2026-03-06,2026-03-07,,
8453,3,110,Afternoon Shift,2026-03-08,2026-03-12,14:30,23:30
8454,3,110,Week Off,2026-03-13,2026-03-14,,
8455,3,110,Afternoon Shift,2026-03-15,2026-03-19,14:30,23:30
8456,3,110,Week Off,2026-03-20,2026-03-21,,
8457,3,110,Morning Shift,2026-03-22,2026-03-26,06:30,15:30
8458,3,110,Week Off,2026-03-27,2026-03-28,,
8459,3,110,Morning Shift,2026-03-29,2026-04-02,06:30,15:30
8460,3,110,Week Off,2026-04-03,2026-04-04,,
8461,3,111,Night Shift,2026-03-01,2026-03-05,22:30,07:30
8462,3,111,Week Off,2026-03-06,2026-03-07,,
8463,3,111,Afternoon Shift,2026-03-08,2026-03-12,14:30,23:30
8464,3,111,Week Off,2026-03-13,2026-03-14,,
8465,3,111,Morning Shift,2026-03-15,2026-03-19,06:30,15:30
8466,3,111,Week Off,2026-03-20,2026-03-21,,
8467,3,111,Morning Shift,2026-03-22,2026-03-26,06:30,15:30
8468,3,111,Week Off,2026-03-27,2026-03-28,,
8469,3,111,Morning Shift,2026-03-29,2026-04-02,06:30,15:30
8470,3,111,Week Off,2026-04-03,2026-04-04,,
8471,3,112,Morning Shift,2026-03-01,2026-03-05,06:30,15:30
8472,3,112,Week Off,2026-03-06,2026-03-07,,
8473,3,112,Morning Shift,2026-03-08,2026-03-12,06:30,15:30
8474,3,112,Week Off,2026-03-13,2026-03-14,,
8475,3,112,Morning Shift,2026-03-15,2026-03-19,06:30,15:30
8476,3,112,Week Off,2026-03-20,2026-03-21,,
8477,3,112,Morning Shift,2026-03-22,2026-03-26,06:30,15:30
8478,3,112,Week Off,2026-03-27,2026-03-28,,
8479,3,112,Night Shift,2026-03-29,2026-04-02,22:30,07:30
8480,3,112,Week Off,2026-04-03,2026-04-04,,
8481,3,113,Night Shift,2026-03-01,2026-03-05,22:30,07:30
8482,3,113,Week Off,2026-03-06,2026-03-07,,
8483,3,113,Afternoon Shift,2026-03-08,2026-03-12,14:30,23:30
8484,3,113,Week Off,2026-03-13,2026-03-14,,
8485,3,113,Morning Shift,2026-03-15,2026-03-19,06:30,15:30
8486,3,113,Week Off,2026-03-20,2026-03-21,,
8487,3,113,Night Shift,2026-03-22,2026-03-26,22:30,07:30
8488,3,113,Week Off,2026-03-27,2026-03-28,,
8489,3,113,Night Shift,2026-03-29,2026-04-02,22:30,07:30
8490,3,113,Week Off,2026-04-03,2026-04-04,,
8491,3,114,Afternoon Shift,2026-03-01,2026-03-05,14:30,23:30
8492,3,114,Week Off,2026-03-06,2026-03-07,,
8493,3,114,Morning Shift,2026-03-08,2026-03-12,06:30,15:30
8494,3,114,Week Off,2026-03-13,2026-03-14,,
8495,3,114,Morning Shift,2026-03-15,2026-03-19,06:30,15:30
8496,3,114,Week Off,2026-03-20,2026-03-21,,
8497,3,114,Morning Shift,2026-03-22,2026-03-26,06:30,15:30
8498,3,114,Week Off,2026-03-27,2026-03-28,,
8499,3,114,Night Shift,2026-03-29,2026-04-02,22:30,07:30
8500,3,114,Week Off,2026-04-03,2026-04-04,,
8501,3,115,Morning Shift,2026-03-01,2026-03-05,06:30,15:30
8502,3,115,Week Off,2026-03-06,2026-03-07,,
8503,3,115,Morning Shift,2026-03-08,2026-03-12,06:30,15:30
8504,3,115,Week Off,2026-03-13,2026-03-14,,
8505,3,115,Night Shift,2026-03-15,2026-03-19,22:30,07:30
8506,3,115,Week Off,2026-03-20,2026-03-21,,
8507,3,115,Night Shift,2026-03-22,2026-03-26,22:30,07:30
8508,3,115,Week Off,2026-03-27,2026-03-28,,
8509,3,115,Night Shift,2026-03-29,2026-04-02,22:30,07:30
8510,3,115,Week Off,2026-04-03,2026-04-04,,
8511,3,116,Night Shift,2026-03-01,2026-03-05,22:30,07:30
8512,3,116,Week Off,2026-03-06,2026-03-07,,
8513,3,116,Afternoon Shift,2026-03-08,2026-03-12,14:30,23:30
8514,3,116,Week Off,2026-03-13,2026-03-14,,
8515,3,116,Morning Shift,2026-03-15,2026-03-19,06:30,15:30
8516,3,116,Week Off,2026-03-20,2026-03-21,,
8517,3,116,Morning Shift,2026-03-22,2026-03-26,06:30,15:30
8518,3,116,Week Off,2026-03-27,2026-03-28,,
8519,3,116,Morning Shift,2026-03-29,2026-04-02,06:30,15:30
8520,3,116,Week Off,2026-04-03,2026-04-04,,
8521,3,117,Night Shift,2026-03-01,2026-03-05,22:30,07:30
8522,3,117,Week Off,2026-03-06,2026-03-07,,
8523,3,117,Night Shift,2026-03-08,2026-03-12,22:30,07:30
8524,3,117,Week Off,2026-03-13,2026-03-14,,
8525,3,117,Afternoon Shift,2026-03-15,2026-03-19,14:30,23:30
8526,3,117,Week Off,2026-03-20,2026-03-21,,
8527,3,117,Morning Shift,2026-03-22,2026-03-26,06:30,15:30
8528,3,117,Week Off,2026-03-27,2026-03-28,,
8529,3,117,Night Shift,2026-03-29,2026-04-02,22:30,07:30
8530,3,117,Week Off,2026-04-03,2026-04-04,,
8531,3,118,Night Shift,2026-03-01,2026-03-05,22:30,07:30
8532,3,118,Week Off,2026-03-06,2026-03-07,,
8533,3,118,Night Shift,2026-03-08,2026-03-12,22:30,07:30
8534,3,118,Week Off,2026-03-13,2026-03-14,,
8535,3,118,Night Shift,2026-03-15,2026-03-19,22:30,07:30
8536,3,118,Week Off,2026-03-20,2026-03-21,,
8537,3,118,Afternoon Shift,2026-03-22,2026-03-26,14:30,23:30
8538,3,118,Week Off,2026-03-27,2026-03-28,,
8539,3,118,Afternoon Shift,2026-03-29,2026-04-02,14:30,23:30
8540,3,118,Week Off,2026-04-03,2026-04-04,,
8541,3,119,Morning Shift,2026-03-01,2026-03-05,06:30,15:30
8542,3,119,Week Off,2026-03-06,2026-03-07,,
8543,3,119,Night Shift,2026-03-08,2026-03-12,22:30,07:30
8544,3,119,Week Off,2026-03-13,2026-03-14,,
8545,3,119,Night Shift,2026-03-15,2026-03-19,22:30,07:30
8546,3,119,Week Off,2026-03-20,2026-03-21,,
8547,3,119,Afternoon Shift,2026-03-22,2026-03-26,14:30,23:30
8548,3,119,Week Off,2026-03-27,2026-03-28,,
8549,3,119,Afternoon Shift,2026-03-29,2026-04-02,14:30,23:30
8550,3,119,Week Off,2026-04-03,2026-04-04,,
8551,3,120,Afternoon Shift,2026-03-01,2026-03-05,14:30,23:30
