ID,Org_ID,Employee_ID,Leave_Start_Date,Leave_End_Date,Leave_Type
498,2,189,2026-03-05,2026-03-05,Full Day Leave
499,2,191,2026-03-15,2026-03-16,Full Day Leave
500,2,191,2026-03-30,2026-03-30,Full Day Leave
501,2,194,2026-03-12,2026-03-12,Half Day Leave
502,2,194,2026-03-29,2026-03-29,Half Day Leave
503,2,198,2026-03-29,2026-03-29,Full Day Leave
504,2,201,2026-03-11,2026-03-11,Full Day Leave
505,2,201,2026-03-11,2026-03-11,Full Day Leave
506,2,203,2026-04-02,2026-04-02,Full Day Leave
507,2,208,2026-03-19,2026-03-19,Full Day Leave
508,2,209,2026-03-16,2026-03-17,Full Day Leave
509,2,211,2026-03-04,2026-03-04,Full Day Leave
510,2,211,2026-03-16,2026-03-17,Full Day Leave
511,2,214,2026-03-19,2026-03-22,Full Day Leave
512,2,214,2026-03-22,2026-03-22,Full Day Leave
513,2,215,2026-03-16,2026-03-16,Half Day Leave
514,2,216,2026-03-25,2026-03-25,Full Day Leave
515,2,216,2026-03-29,2026-03-29,Full Day Leave
516,2,227,2026-03-08,2026-03-08,Full Day Leave
517,2,227,2026-03-30,2026-03-30,Full Day Leave
518,2,228,2026-03-12,2026-03-15,Full Day Leave
519,2,230,2026-04-02,2026-04-02,Full Day Leave
520,2,231,2026-03-16,2026-03-17,Full Day Leave
521,2,231,2026-03-30,2026-03-30,Full Day Leave
522,2,232,2026-03-30,2026-03-30,Half Day Leave
523,2,233,2026-03-30,2026-03-30,Full Day Leave
524,2,234,2026-04-01,2026-04-01,Full Day Leave
525,2,235,2026-03-01,2026-03-01,Full Day Leave
526,2,238,2026-03-11,2026-03-12,Full Day Leave
527,2,238,2026-03-30,2026-03-31,Full Day Leave
528,2,240,2026-03-05,2026-03-08,Full Day Leave
529,2,241,2026-03-23,2026-03-24,Full Day Leave
530,2,242,2026-03-29,2026-03-29,Full Day Leave
531,2,248,2026-03-09,2026-03-10,Full Day Leave
532,2,251,2026-03-03,2026-03-03,Full Day Leave
533,2,254,2026-03-10,2026-03-10,Full Day Leave
534,2,254,2026-03-19,2026-03-19,Full Day Leave
535,2,255,2026-03-24,2026-03-24,Full Day Leave
536,2,256,2026-03-19,2026-03-19,Full Day Leave
537,2,257,2026-03-19,2026-03-22,Full Day Leave
538,2,257,2026-03-25,2026-03-25,Half Day Leave
539,2,259,2026-03-09,2026-03-09,Half Day Leave
540,2,260,2026-03-09,2026-03-09,Full Day Leave
541,2,260,2026-03-11,2026-03-11,Half Day Leave
542,2,261,2026-03-10,2026-03-10,Full Day Leave
543,2,261,2026-03-29,2026-03-29,Full Day Leave
544,2,263,2026-03-30,2026-03-30,Full Day Leave
545,2,265,2026-03-11,2026-03-11,Half Day Leave
546,2,266,2026-03-18,2026-03-18,Full Day Leave
547,2,267,2026-03-04,2026-03-04,Full Day Leave
548,2,267,2026-03-22,2026-03-22,Full Day Leave
549,2,267,2026-03-30,2026-03-30,Full Day Leave
550,2,268,2026-03-24,2026-03-25,Full Day Leave
551,2,270,2026-03-03,2026-03-03,Full Day Leave
552,2,273,2026-03-23,2026-03-23,Full Day Leave
553,2,274,2026-03-05,2026-03-05,Full Day Leave
554,2,275,2026-03-26,2026-03-26,Full Day Leave
555,2,276,2026-03-05,2026-03-05,Half Day Leave
556,2,276,2026-03-29,2026-03-29,Full Day Leave
557,2,281,2026-03-02,2026-03-02,Full Day Leave
558,2,286,2026-04-01,2026-04-01,Full Day Leave
559,2,287,2026-03-18,2026-03-18,Full Day Leave
560,2,292,2026-03-09,2026-03-09,Full Day Leave
561,2,292,2026-03-30,2026-03-30,Full Day Leave
562,2,293,2026-03-10,2026-03-10,Full Day Leave
563,2,294,2026-04-01,2026-04-01,Full Day Leave
564,2,295,2026-03-08,2026-03-08,Half Day Leave
565,2,295,2026-03-29,2026-03-30,Full Day Leave
566,2,297,2026-03-04,2026-03-04,Full Day Leave
567,2,297,2026-03-05,2026-03-08,Full Day Leave
568,2,299,2026-03-04,2026-03-05,Full Day Leave
569,2,305,2026-03-03,2026-03-03,Full Day Leave
570,2,305,2026-03-16,2026-03-16,Half Day Leave
571,2,309,2026-03-01,2026-03-01,Full Day Leave
572,2,309,2026-03-01,2026-03-01,Full Day Leave
573,2,309,2026-03-16,2026-03-16,Full Day Leave
574,2,311,2026-03-12,2026-03-12,Full Day Leave
575,2,313,2026-03-02,2026-03-02,Full Day Leave
576,2,313,2026-03-30,2026-03-30,Full Day Leave
577,2,314,2026-03-17,2026-03-17,Full Day Leave
578,2,315,2026-03-17,2026-03-17,Half Day Leave
579,2,317,2026-03-01,2026-03-01,Full Day Leave
580,2,318,2026-03-25,2026-03-25,Full Day Leave
581,2,319,2026-03-15,2026-03-15,Full Day Leave
582,2,320,2026-03-23,2026-03-23,Full Day Leave
583,2,323,2026-03-03,2026-03-03,Half Day Leave
584,2,323,2026-03-10,2026-03-10,Full Day Leave
585,2,324,2026-03-02,2026-03-02,Full Day Leave
586,2,324,2026-03-29,2026-03-30,Full Day Leave
587,2,328,2026-03-02,2026-03-02,Full Day Leave
588,2,328,2026-03-25,2026-03-25,Full Day Leave
589,2,332,2026-03-01,2026-03-01,Half Day Leave
590,2,332,2026-03-11,2026-03-11,Full Day Leave
591,2,337,2026-03-30,2026-03-30,Full Day Leave
592,2,338,2026-03-25,2026-03-25,Full Day Leave
593,2,339,2026-03-19,2026-03-19,Full Day Leave
594,2,341,2026-03-15,2026-03-15,Full Day Leave
595,2,342,2026-03-22,2026-03-22,Half Day Leave
596,2,343,2026-03-16,2026-03-16,Full Day Leave
597,2,344,2026-03-22,2026-03-23,Full Day Leave
598,2,348,2026-03-11,2026-03-11,Half Day Leave
599,2,351,2026-03-12,2026-03-15,Full Day Leave
600,2,354,2026-03-30,2026-03-30,Full Day Leave
601,2,358,2026-03-16,2026-03-17,Full Day Leave
602,2,359,2026-03-02,2026-03-02,Half Day Leave
603,2,360,2026-03-17,2026-03-17,Full Day Leave
604,2,363,2026-03-25,2026-03-26,Full Day Leave
605,2,365,2026-03-22,2026-03-23,Full Day Leave
606,2,382,2026-03-22,2026-03-23,Full Day Leave
607,2,384,2026-04-01,2026-04-02,Full Day Leave
608,2,385,2026-03-26,2026-03-29,Full Day Leave
609,2,385,2026-03-31,2026-03-31,Half Day Leave
610,3,1,2026-03-03,2026-03-03,Full Day Leave
611,3,1,2026-03-23,2026-03-24,Full Day Leave
612,3,2,2026-04-01,2026-04-01,Full Day Leave
613,3,6,2026-03-17,2026-03-17,Full Day Leave
614,3,6,2026-03-23,2026-03-23,Full Day Leave
615,3,7,2026-03-10,2026-03-10,Full Day Leave
616,3,8,2026-03-09,2026-03-09,Full Day Leave
617,3,8,2026-03-15,2026-03-15,Full Day Leave
618,3,8,2026-03-29,2026-03-29,Full Day Leave
619,3,10,2026-03-30,2026-03-30,Half Day Leave
620,3,11,2026-03-11,2026-03-11,Full Day Leave
621,3,12,2026-03-01,2026-03-01,Full Day Leave
622,3,12,2026-03-25,2026-03-26,Full Day Leave
623,3,13,2026-03-08,2026-03-08,Half Day Leave
624,3,13,2026-04-02,2026-04-02,Full Day Leave
625,3,14,2026-03-04,2026-03-04,Full Day Leave
626,3,14,2026-04-01,2026-04-01,Full Day Leave
627,3,15,2026-03-11,2026-03-11,Full Day Leave
628,3,15,2026-03-31,2026-03-31,Full Day Leave
629,3,16,2026-03-25,2026-03-25,Full Day Leave
630,3,18,2026-03-05,2026-03-05,Full Day Leave
631,3,18,2026-03-19,2026-03-19,Half Day Leave
632,3,18,2026-03-30,2026-03-30,Full Day Leave
633,3,19,2026-03-09,2026-03-09,Half Day Leave
634,3,20,2026-03-18,2026-03-18,Full Day Leave
635,3,20,2026-03-19,2026-03-19,Full Day Leave
636,3,21,2026-03-23,2026-03-23,Full Day Leave
637,3,21,2026-03-25,2026-03-25,Full Day Leave
638,3,21,2026-03-29,2026-03-30,Full Day Leave
639,3,22,2026-03-17,2026-03-17,Half Day Leave
640,3,25,2026-04-02,2026-04-02,Half Day Leave
641,3,27,2026-03-19,2026-03-19,Full Day Leave
642,3,27,2026-03-25,2026-03-25,Full Day Leave
643,3,28,2026-03-03,2026-03-03,Full Day Leave
644,3,29,2026-03-24,2026-03-24,Half Day Leave
645,3,32,2026-03-29,2026-03-29,Full Day Leave
646,3,32,2026-04-02,2026-04-02,Full Day Leave
647,3,33,2026-03-05,2026-03-05,Full Day Leave
648,3,33,2026-03-17,2026-03-18,Full Day Leave
649,3,36,2026-03-08,2026-03-08,Full Day Leave
650,3,36,2026-03-16,2026-03-16,Full Day Leave
651,3,36,2026-03-29,2026-03-29,Half Day Leave
652,3,37,2026-04-01,2026-04-01,Half Day Leave
653,3,39,2026-03-04,2026-03-04,Full Day Leave
654,3,40,2026-03-04,2026-03-04,Full Day Leave
655,3,40,2026-03-11,2026-03-11,Full Day Leave
656,3,41,2026-03-09,2026-03-10,Full Day Leave
657,3,43,2026-03-29,2026-03-29,Full Day Leave
658,3,43,2026-03-31,2026-03-31,Full Day Leave
659,3,44,2026-03-10,2026-03-10,Full Day Leave
660,3,46,2026-03-30,2026-03-30,Half Day Leave
661,3,46,2026-04-02,2026-04-02,Full Day Leave
662,3,47,2026-03-05,2026-03-05,Full Day Leave
663,3,47,2026-03-24,2026-03-24,Full Day Leave
664,3,47,2026-03-25,2026-03-25,Full Day Leave
665,3,48,2026-03-22,2026-03-22,Full Day Leave
666,3,49,2026-03-22,2026-03-22,Full Day Leave
667,3,49,2026-03-31,2026-03-31,Full Day Leave
668,3,50,2026-03-31,2026-03-31,Full Day Leave
669,3,51,2026-03-11,2026-03-11,Half Day Leave
670,3,52,2026-03-01,2026-03-02,Full Day Leave
671,3,53,2026-03-11,2026-03-11,Full Day Leave
672,3,54,2026-03-18,2026-03-18,Full Day Leave
673,3,55,2026-03-05,2026-03-05,Full Day Leave
674,3,56,2026-03-10,2026-03-10,Full Day Leave
675,3,57,2026-03-12,2026-03-12,Half Day Leave
676,3,57,2026-03-16,2026-03-16,Full Day Leave
677,3,59,2026-03-10,2026-03-10,Full Day Leave
678,3,60,2026-03-10,2026-03-10,Full Day Leave
679,3,61,2026-03-15,2026-03-15,Full Day Leave
680,3,62,2026-03-31,2026-03-31,Half Day Leave
681,3,63,2026-03-25,2026-03-25,Full Day Leave
682,3,64,2026-03-23,2026-03-23,Full Day Leave
683,3,64,2026-03-31,2026-03-31,Half Day Leave
684,3,65,2026-03-11,2026-03-11,Full Day Leave
685,3,65,2026-03-24,2026-03-24,Full Day Leave
686,3,65,2026-03-31,2026-04-01,Full Day Leave
687,3,66,2026-03-17,2026-03-17,Full Day Leave
688,3,66,2026-03-31,2026-03-31,Half Day Leave
689,3,67,2026-03-01,2026-03-01,Full Day Leave
690,3,67,2026-03-22,2026-03-22,Full Day Leave
691,3,68,2026-04-02,2026-04-02,Full Day Leave
692,3,69,2026-03-12,2026-03-12,Full Day Leave
693,3,69,2026-03-22,2026-03-22,Full Day Leave
694,3,69,2026-03-23,2026-03-23,Full Day Leave
695,3,70,2026-03-04,2026-03-04,Full Day Leave
696,3,72,2026-03-08,2026-03-08,Full Day Leave
697,3,72,2026-03-12,2026-03-12,Full Day Leave
698,3,73,2026-03-03,2026-03-03,Full Day Leave
699,3,74,2026-03-02,2026-03-02,Full Day Leave
700,3,75,2026-03-02,2026-03-02,Full Day Leave
701,3,76,2026-03-02,2026-03-02,Full Day Leave
702,3,77,2026-03-12,2026-03-12,Half Day Leave
703,3,77,2026-03-29,2026-03-29,Half Day Leave
704,3,78,2026-03-11,2026-03-11,Full Day Leave
705,3,79,2026-03-11,2026-03-11,Full Day Leave
706,3,79,2026-03-23,2026-03-23,Full Day Leave
707,3,84,2026-03-17,2026-03-17,Full Day Leave
708,3,86,2026-03-30,2026-03-30,Full Day Leave
709,3,87,2026-03-16,2026-03-16,Full Day Leave
710,3,88,2026-03-11,2026-03-11,Full Day Leave
711,3,91,2026-03-30,2026-03-30,Half Day Leave
712,3,92,2026-03-03,2026-03-03,Full Day Leave
713,3,93,2026-03-08,2026-03-08,Full Day Leave
714,3,93,2026-03-12,2026-03-12,Full Day Leave
715,3,93,2026-03-29,2026-03-29,Full Day Leave
716,3,94,2026-03-31,2026-03-31,Full Day Leave
717,3,95,2026-03-04,2026-03-04,Full Day Leave
718,3,96,2026-04-01,2026-04-01,Full Day Leave
719,3,99,2026-03-26,2026-03-26,Full Day Leave
720,3,100,2026-03-17,2026-03-17,Half Day Leave
721,3,100,2026-03-23,2026-03-23,Half Day Leave
722,3,100,2026-03-29,2026-03-29,Half Day Leave
723,3,101,2026-03-11,2026-03-11,Full Day Leave
724,3,103,2026-03-22,2026-03-23,Full Day Leave
725,3,104,2026-03-15,2026-03-15,Full Day Leave
726,3,104,2026-04-01,2026-04-01,Full Day Leave
727,3,105,2026-03-18,2026-03-18,Full Day Leave
728,3,105,2026-03-18,2026-03-18,Full Day Leave
729,3,108,2026-03-02,2026-03-02,Full Day Leave
730,3,108,2026-03-16,2026-03-16,Full Day Leave
731,3,110,2026-03-19,2026-03-19,Full Day Leave
732,3,111,2026-03-16,2026-03-16,Half Day Leave
733,3,111,2026-03-25,2026-03-25,Full Day Leave
734,3,115,2026-03-08,2026-03-09,Full Day Leave
735,3,115,2026-03-16,2026-03-16,Full Day Leave
736,3,115,2026-03-25,2026-03-25,Half Day Leave
737,3,115,2026-03-31,2026-03-31,Full Day Leave
738,3,116,2026-03-02,2026-03-02,Full Day Leave
739,3,116,2026-03-24,2026-03-24,Half Day Leave
740,3,120,2026-03-11,2026-03-12,Full Day Leave
741,3,120,2026-03-22,2026-03-22,Full Day Leave
742,3,121,2026-03-12,2026-03-12,Full Day Leave
743,3,121,2026-03-16,2026-03-16,Full Day Leave
744,3,121,2026-03-26,2026-03-29,Full Day Leave
745,3,122,2026-03-19,2026-03-19,Half Day Leave
746,3,123,2026-03-30,2026-03-30,Full Day Leave
747,3,126,2026-03-18,2026-03-18,Full Day Leave
748,3,126,2026-03-30,2026-03-30,Full Day Leave
749,3,126,2026-04-01,2026-04-01,Half Day Leave
750,3,127,2026-03-24,2026-03-24,Full Day Leave
751,3,131,2026-03-25,2026-03-25,Full Day Leave
752,3,131,2026-03-26,2026-03-26,Half Day Leave
753,3,132,2026-03-08,2026-03-08,Full Day Leave
754,3,135,2026-03-01,2026-03-01,Full Day Leave
755,3,135,2026-03-19,2026-03-19,Half Day Leave
756,3,136,2026-03-26,2026-03-26,Full Day Leave
757,3,136,2026-03-26,2026-03-26,Full Day Leave
758,3,136,2026-04-01,2026-04-01,Half Day Leave
759,3,138,2026-03-10,2026-03-10,Half Day Leave
760,3,138,2026-03-22,2026-03-23,Full Day Leave
761,3,140,2026-03-15,2026-03-15,Full Day Leave
762,3,140,2026-03-31,2026-04-01,Full Day Leave
763,3,141,2026-03-23,2026-03-23,Full Day Leave
764,3,142,2026-03-03,2026-03-03,Full Day Leave
765,3,143,2026-03-09,2026-03-09,Full Day Leave
766,3,143,2026-03-30,2026-03-30,Full Day Leave
767,3,144,2026-04-01,2026-04-01,Full Day Leave
768,3,146,2026-03-04,2026-03-04,Full Day Leave
769,3,146,2026-04-01,2026-04-01,Full Day Leave
770,3,147,2026-03-02,2026-03-02,Full Day Leave
771,3,148,2026-03-24,2026-03-24,Full Day Leave
772,3,148,2026-03-31,2026-03-31,Full Day Leave
773,3,149,2026-03-12,2026-03-12,Full Day Leave
774,3,149,2026-04-01,2026-04-01,Full Day Leave
775,3,149,2026-04-02,2026-04-02,Half Day Leave
776,3,150,2026-03-11,2026-03-11,Half Day Leave
777,3,150,2026-03-18,2026-03-19,Full Day Leave
778,3,150,2026-04-02,2026-04-02,Half Day Leave
779,3,153,2026-03-10,2026-03-10,Full Day Leave
780,3,153,2026-03-24,2026-03-24,Full Day Leave
781,3,154,2026-03-17,2026-03-17,Full Day Leave
782,3,154,2026-03-23,2026-03-23,Half Day Leave
783,3,156,2026-03-23,2026-03-23,Full Day Leave
784,3,156,2026-03-30,2026-03-30,Full Day Leave
785,3,157,2026-03-17,2026-03-17,Full Day Leave
786,3,157,2026-03-23,2026-03-23,Half Day Leave
787,3,157,2026-03-24,2026-03-24,Full Day Leave
788,3,160,2026-03-01,2026-03-01,Full Day Leave
789,3,161,2026-03-04,2026-03-04,Full Day Leave
790,3,161,2026-03-12,2026-03-12,Full Day Leave
791,3,163,2026-03-10,2026-03-10,Full Day Leave
792,3,163,2026-03-11,2026-03-11,Full Day Leave
793,3,166,2026-03-05,2026-03-05,Full Day Leave
794,3,168,2026-03-16,2026-03-17,Full Day Leave
795,3,169,2026-03-18,2026-03-18,Full Day Leave
796,3,170,2026-04-02,2026-04-02,Half Day Leave
797,3,171,2026-03-15,2026-03-16,Full Day Leave
798,3,173,2026-03-12,2026-03-12,Half Day Leave
799,3,174,2026-03-09,2026-03-09,Half Day Leave
800,3,179,2026-04-02,2026-04-02,Full Day Leave
801,3,184,2026-03-11,2026-03-11,Full Day Leave
802,3,184,2026-03-26,2026-03-26,Full Day Leave
803,3,184,2026-03-29,2026-03-29,Half Day Leave
804,3,186,2026-03-05,2026-03-05,Half Day Leave
805,3,189,2026-03-04,2026-03-04,Full Day Leave
806,3,191,2026-03-10,2026-03-10,Full Day Leave
807,3,191,2026-04-01,2026-04-02,Full Day Leave
808,3,193,2026-03-19,2026-03-19,Full Day Leave
809,3,193,2026-04-02,2026-04-02,Full Day Leave
810,3,194,2026-03-01,2026-03-01,Half Day Leave
811,3,194,2026-03-11,2026-03-12,Full Day Leave
812,3,194,2026-03-22,2026-03-22,Full Day Leave
813,3,195,2026-03-11,2026-03-12,Full Day Leave
814,3,196,2026-04-01,2026-04-01,Half Day Leave
815,3,198,2026-03-04,2026-03-04,Full Day Leave
816,3,198,2026-03-24,2026-03-24,Full Day Leave
817,3,201,2026-03-25,2026-03-25,Full Day Leave
818,3,203,2026-03-08,2026-03-08,Full Day Leave
819,3,203,2026-03-16,2026-03-16,Full Day Leave
820,3,209,2026-03-22,2026-03-22,Full Day Leave
821,3,209,2026-04-02,2026-04-02,Half Day Leave
822,3,210,2026-03-04,2026-03-04,Full Day Leave
823,3,212,2026-03-26,2026-03-26,Full Day Leave
824,3,214,2026-03-16,2026-03-16,Half Day Leave
825,3,215,2026-03-04,2026-03-05,Full Day Leave
826,3,215,2026-03-17,2026-03-17,Half Day Leave
827,3,216,2026-03-26,2026-03-26,Full Day Leave
828,3,217,2026-03-02,2026-03-03,Full Day Leave
829,3,217,2026-03-05,2026-03-05,Full Day Leave
830,3,218,2026-03-10,2026-03-11,Full Day Leave
831,3,218,2026-03-17,2026-03-17,Half Day Leave
832,3,219,2026-03-19,2026-03-19,Full Day Leave
833,3,219,2026-03-22,2026-03-22,Full Day Leave
834,3,220,2026-03-04,2026-03-04,Full Day Leave
835,3,220,2026-03-10,2026-03-10,Full Day Leave
836,3,220,2026-03-26,2026-03-26,Half Day Leave
837,3,221,2026-03-08,2026-03-08,Full Day Leave
838,3,221,2026-03-31,2026-03-31,Half Day Leave
839,3,223,2026-03-03,2026-03-03,Full Day Leave
840,3,224,2026-03-01,2026-03-01,Half Day Leave
841,3,224,2026-03-05,2026-03-05,Full Day Leave
842,3,224,2026-03-17,2026-03-17,Full Day Leave
843,3,226,2026-03-10,2026-03-10,Full Day Leave
844,3,227,2026-03-25,2026-03-25,Full Day Leave
845,3,229,2026-03-05,2026-03-05,Full Day Leave
846,3,229,2026-03-15,2026-03-15,Full Day Leave
847,3,231,2026-03-23,2026-03-23,Full Day Leave
848,3,232,2026-03-01,2026-03-01,Full Day Leave
849,3,232,2026-04-02,2026-04-02,Full Day Leave
850,3,233,2026-03-17,2026-03-17,Full Day Leave
851,3,234,2026-03-17,2026-03-17,Full Day Leave
852,3,234,2026-03-19,2026-03-19,Full Day Leave
853,3,236,2026-03-18,2026-03-19,Full Day Leave
854,3,239,2026-03-10,2026-03-10,Full Day Leave
855,3,241,2026-03-08,2026-03-08,Half Day Leave
856,3,244,2026-04-01,2026-04-01,Full Day Leave
857,3,245,2026-03-04,2026-03-04,Full Day Leave
858,3,246,2026-03-17,2026-03-17,Full Day Leave
859,3,249,2026-03-12,2026-03-12,Half Day Leave
860,3,249,2026-03-16,2026-03-17,Full Day Leave
861,3,251,2026-03-18,2026-03-18,Full Day Leave
862,3,255,2026-03-12,2026-03-12,Full Day Leave
863,3,259,2026-03-03,2026-03-04,Full Day Leave
864,3,262,2026-03-16,2026-03-16,Full Day Leave
865,3,264,2026-03-22,2026-03-22,Full Day Leave
866,3,267,2026-03-04,2026-03-04,Half Day Leave
867,3,267,2026-03-17,2026-03-17,Full Day Leave
868,3,271,2026-04-01,2026-04-01,Half Day Leave
869,3,275,2026-03-19,2026-03-19,Full Day Leave
870,3,277,2026-03-10,2026-03-10,Full Day Leave
871,3,277,2026-03-23,2026-03-23,Full Day Leave
872,3,279,2026-03-02,2026-03-02,Full Day Leave
873,3,281,2026-03-22,2026-03-23,Full Day Leave
874,3,283,2026-03-22,2026-03-22,Full Day Leave
875,3,284,2026-03-11,2026-03-12,Full Day Leave
876,3,286,2026-03-10,2026-03-10,Half Day Leave
877,3,289,2026-03-01,2026-03-01,Full Day Leave
878,3,293,2026-03-01,2026-03-02,Full Day Leave
879,3,293,2026-03-03,2026-03-03,Full Day Leave
880,3,293,2026-03-24,2026-03-24,Full Day Leave
881,3,302,2026-03-22,2026-03-22,Half Day Leave
882,3,304,2026-03-03,2026-03-03,Half Day Leave
883,3,304,2026-03-08,2026-03-08,Full Day Leave
884,3,305,2026-04-01,2026-04-01,Full Day Leave
885,3,305,2026-04-01,2026-04-02,Full Day Leave
886,3,306,2026-03-15,2026-03-15,Full Day Leave
887,3,314,2026-03-26,2026-03-26,Full Day Leave
888,3,314,2026-04-01,2026-04-01,Full Day Leave
889,3,317,2026-04-01,2026-04-01,Full Day Leave
890,3,319,2026-03-11,2026-03-12,Full Day Leave
891,3,320,2026-03-01,2026-03-02,Full Day Leave
892,3,320,2026-03-05,2026-03-05,Half Day Leave
893,3,320,2026-03-15,2026-03-15,Full Day Leave
894,3,324,2026-03-15,2026-03-15,Full Day Leave
895,3,324,2026-03-18,2026-03-18,Half Day Leave
896,3,326,2026-03-17,2026-03-17,Half Day Leave
897,3,331,2026-03-03,2026-03-03,Full Day Leave
898,3,331,2026-03-05,2026-03-05,Half Day Leave
899,3,334,2026-03-05,2026-03-05,Full Day Leave
900,3,336,2026-03-19,2026-03-19,Full Day Leave
901,3,340,2026-03-01,2026-03-02,Full Day Leave
902,3,340,2026-03-30,2026-03-30,Full Day Leave
903,3,341,2026-03-18,2026-03-18,Half Day Leave
904,3,342,2026-03-30,2026-03-31,Full Day Leave
905,3,344,2026-03-17,2026-03-18,Full Day Leave
906,3,345,2026-03-04,2026-03-04,Full Day Leave
907,3,347,2026-03-10,2026-03-10,Full Day Leave
908,3,347,2026-03-15,2026-03-15,Full Day Leave
909,3,348,2026-03-17,2026-03-17,Half Day Leave
910,3,353,2026-03-18,2026-03-18,Full Day Leave
911,3,355,2026-04-02,2026-04-02,Full Day Leave
912,3,357,2026-03-18,2026-03-18,Full Day Leave
913,4,1,2026-03-01,2026-03-01,Full Day Leave
914,4,1,2026-03-04,2026-03-04,Full Day Leave
915,4,1,2026-03-17,2026-03-18,Full Day Leave
916,4,1,2026-04-01,2026-04-01,Full Day Leave
917,4,3,2026-03-30,2026-03-30,Full Day Leave
918,4,3,2026-04-02,2026-04-02,Full Day Leave
919,4,4,2026-03-16,2026-03-16,Full Day Leave
920,4,4,2026-03-29,2026-03-29,Half Day Leave
921,4,5,2026-03-18,2026-03-18,Half Day Leave
922,4,8,2026-03-19,2026-03-19,Full Day Leave
923,4,8,2026-03-25,2026-03-25,Full Day Leave
924,4,9,2026-03-05,2026-03-05,Full Day Leave
925,4,9,2026-03-24,2026-03-24,Full Day Leave
926,4,11,2026-03-09,2026-03-09,Full Day Leave
927,4,12,2026-03-25,2026-03-25,Half Day Leave
928,4,13,2026-03-31,2026-03-31,Full Day Leave
929,4,14,2026-03-16,2026-03-16,Full Day Leave
930,4,14,2026-03-29,2026-03-29,Full Day Leave
931,4,15,2026-03-05,2026-03-05,Full Day Leave
932,4,16,2026-03-05,2026-03-05,Half Day Leave
933,4,16,2026-03-15,2026-03-15,Full Day Leave
934,4,17,2026-03-11,2026-03-11,Half Day Leave
935,4,17,2026-03-23,2026-03-23,Full Day Leave
936,4,17,2026-03-29,2026-03-29,Half Day Leave
937,4,18,2026-03-10,2026-03-10,Full Day Leave
938,4,20,2026-03-23,2026-03-23,Full Day Leave
939,4,21,2026-03-09,2026-03-09,Full Day Leave
940,4,21,2026-03-29,2026-03-29,Full Day Leave
941,4,22,2026-03-05,2026-03-08,Full Day Leave
942,4,23,2026-03-19,2026-03-19,Full Day Leave
943,4,23,2026-03-31,2026-03-31,Full Day Leave
944,4,26,2026-03-15,2026-03-15,Full Day Leave
945,4,27,2026-03-05,2026-03-05,Full Day Leave
946,4,28,2026-03-31,2026-03-31,Full Day Leave
947,4,29,2026-03-11,2026-03-11,Full Day Leave
948,4,30,2026-03-24,2026-03-24,Full Day Leave
949,4,30,2026-04-01,2026-04-01,Half Day Leave
950,4,31,2026-03-01,2026-03-01,Full Day Leave
951,4,31,2026-03-10,2026-03-10,Full Day Leave
952,4,34,2026-03-25,2026-03-25,Half Day Leave
953,4,35,2026-03-22,2026-03-22,Full Day Leave
954,4,38,2026-03-19,2026-03-19,Full Day Leave
955,4,38,2026-03-26,2026-03-26,Half Day Leave
956,4,39,2026-03-11,2026-03-12,Full Day Leave
957,4,39,2026-03-15,2026-03-15,Full Day Leave
958,4,39,2026-03-29,2026-03-29,Half Day Leave
959,4,40,2026-03-01,2026-03-01,Half Day Leave
960,4,40,2026-03-30,2026-03-30,Full Day Leave
961,4,41,2026-03-01,2026-03-01,Full Day Leave
962,4,41,2026-03-10,2026-03-10,Half Day Leave
963,4,41,2026-03-17,2026-03-17,Full Day Leave
964,4,42,2026-03-05,2026-03-05,Half Day Leave
965,4,42,2026-03-05,2026-03-05,Full Day Leave
966,4,42,2026-03-16,2026-03-16,Full Day Leave
967,4,43,2026-03-01,2026-03-01,Full Day Leave
968,4,43,2026-03-19,2026-03-19,Full Day Leave
969,4,44,2026-03-19,2026-03-19,Full Day Leave
970,4,44,2026-04-01,2026-04-01,Half Day Leave
971,4,45,2026-04-02,2026-04-02,Half Day Leave
972,4,47,2026-03-23,2026-03-23,Full Day Leave
973,4,51,2026-03-30,2026-03-30,Full Day Leave
974,4,52,2026-03-31,2026-03-31,Half Day Leave
975,4,54,2026-03-24,2026-03-24,Full Day Leave
976,4,56,2026-03-26,2026-03-26,Full Day Leave
977,4,56,2026-04-01,2026-04-02,Full Day Leave
978,4,58,2026-03-16,2026-03-16,Full Day Leave
979,4,59,2026-04-01,2026-04-01,Full Day Leave
980,4,60,2026-03-15,2026-03-15,Half Day Leave
981,4,63,2026-03-09,2026-03-09,Full Day Leave
982,4,63,2026-03-22,2026-03-22,Full Day Leave
983,4,65,2026-03-04,2026-03-05,Full Day Leave
984,4,65,2026-03-26,2026-03-26,Half Day Leave
985,4,66,2026-03-25,2026-03-25,Half Day Leave
986,4,68,2026-03-05,2026-03-05,Full Day Leave
987,4,68,2026-03-10,2026-03-10,Half Day Leave
988,4,68,2026-03-12,2026-03-12,Full Day Leave
989,4,69,2026-03-26,2026-03-26,Full Day Leave
990,4,70,2026-03-24,2026-03-24,Full Day Leave
991,4,70,2026-04-01,2026-04-01,Full Day Leave
992,4,72,2026-03-23,2026-03-23,Full Day Leave
993,4,72,2026-03-29,2026-03-29,Half Day Leave
994,4,73,2026-03-22,2026-03-22,Full Day Leave
995,4,73,2026-03-22,2026-03-22,Full Day Leave
